"","timestamp","count","temp","tempFeels","humidity","wind_speed","weatherCond","is_holiday","day","season","hour"
"29","2015-01-05 04:00:00",38,6.5,5,84,8,4,0,"1",3,"04"
"30","2015-01-05 05:00:00",81,6,5.5,87,5,4,0,"1",3,"05"
"31","2015-01-05 06:00:00",444,7,6.5,81,5,3,0,"1",3,"06"
"32","2015-01-05 07:00:00",1597,7,6,81,6.5,3,0,"1",3,"07"
"33","2015-01-05 08:00:00",3161,8,7.5,79,5,3,0,"1",3,"08"
"34","2015-01-05 09:00:00",1342,8,7,82,6,3,0,"1",3,"09"
"35","2015-01-05 10:00:00",568,9,8,84.5,6.5,3,0,"1",3,"10"
"36","2015-01-05 11:00:00",584,9,7.5,90.5,10,3,0,"1",3,"11"
"37","2015-01-05 12:00:00",762,10,8,85,11,3,0,"1",3,"12"
"38","2015-01-05 13:00:00",873,10,8.5,82,10,3,0,"1",3,"13"
"39","2015-01-05 14:00:00",672,10,9,82,9,3,0,"1",3,"14"
"40","2015-01-05 15:00:00",807,10,8.5,79,10,3,0,"1",3,"15"
"41","2015-01-05 16:00:00",1192,10,8.5,73.5,13,3,0,"1",3,"16"
"42","2015-01-05 17:00:00",2761,9.5,7.5,73.5,12,3,0,"1",3,"17"
"43","2015-01-05 18:00:00",2389,9.5,7.5,69,14,3,0,"1",3,"18"
"44","2015-01-05 19:00:00",1274,9,6.5,71,14,3,0,"1",3,"19"
"45","2015-01-05 20:00:00",696,9,7,71,14,3,0,"1",3,"20"
"46","2015-01-05 21:00:00",411,9,7,71,11,3,0,"1",3,"21"
"47","2015-01-05 22:00:00",324,9,7.5,71,10,4,0,"1",3,"22"
"48","2015-01-05 23:00:00",192,8.5,7.5,73.5,8,4,0,"1",3,"23"
"49","2015-01-06 00:00:00",91,8,6.5,76,8,4,0,"2",3,"00"
"50","2015-01-06 01:00:00",73,8,6.5,76,8,4,0,"2",3,"01"
"51","2015-01-06 02:00:00",33,8,6,76,11,4,0,"2",3,"02"
"52","2015-01-06 03:00:00",19,8,5.5,76,14,4,0,"2",3,"03"
"53","2015-01-06 04:00:00",40,8.5,6.5,73.5,11,4,0,"2",3,"04"
"54","2015-01-06 05:00:00",74,8,5.5,82,14,4,0,"2",3,"05"
"55","2015-01-06 06:00:00",530,8,5,84.5,15,3,0,"2",3,"06"
"56","2015-01-06 07:00:00",1715,9,7,82,13,3,0,"2",3,"07"
"57","2015-01-06 08:00:00",3534,9,7,82,12,7,0,"2",3,"08"
"58","2015-01-06 09:00:00",1573,9,6.5,87,16,7,0,"2",3,"09"
"59","2015-01-06 10:00:00",635,10,7.5,88,19.5,3,0,"2",3,"10"
"60","2015-01-06 11:00:00",550,10,8,88,18,3,0,"2",3,"11"
"61","2015-01-06 12:00:00",395,11,11,85,19,7,0,"2",3,"12"
"62","2015-01-06 13:00:00",426,9.5,6,84.5,27.5,3,0,"2",3,"13"
"63","2015-01-06 14:00:00",579,9,6,71,26,3,0,"2",3,"14"
"64","2015-01-06 15:00:00",718,8,4.5,71,23,2,0,"2",3,"15"
"65","2015-01-06 16:00:00",1184,8,5,68.5,19.5,2,0,"2",3,"16"
"66","2015-01-06 17:00:00",2662,7.5,4,71,22,1,0,"2",3,"17"
"67","2015-01-06 18:00:00",2610,7,4,71,17.5,1,0,"2",3,"18"
"68","2015-01-06 19:00:00",1402,6,3,76,15,1,0,"2",3,"19"
"69","2015-01-06 20:00:00",720,5.5,2.5,78.5,15,1,0,"2",3,"20"
"70","2015-01-06 21:00:00",494,5,2,81,15,1,0,"2",3,"21"
"71","2015-01-06 22:00:00",344,4.5,1.5,81,13,1,0,"2",3,"22"
"72","2015-01-06 23:00:00",212,4,1,84,12,1,0,"2",3,"23"
"73","2015-01-07 00:00:00",102,4,1,81,12,1,0,"3",3,"00"
"74","2015-01-07 01:00:00",60,4,1,81,11,1,0,"3",3,"01"
"75","2015-01-07 02:00:00",33,4,1.5,81,10,1,0,"3",3,"02"
"76","2015-01-07 03:00:00",26,3.5,1,84,9,2,0,"3",3,"03"
"77","2015-01-07 04:00:00",33,4,1.5,81,10,2,0,"3",3,"04"
"78","2015-01-07 05:00:00",80,4,2,87,9,1,0,"3",3,"05"
"79","2015-01-07 06:00:00",526,5,2.5,81,10,1,0,"3",3,"06"
"80","2015-01-07 07:00:00",1757,5.5,2.5,81,13,1,0,"3",3,"07"
"81","2015-01-07 08:00:00",3618,6.5,3.5,81,15,2,0,"3",3,"08"
"82","2015-01-07 09:00:00",1714,8,5,76,19,3,0,"3",3,"09"
"83","2015-01-07 10:00:00",763,8,5,82,19.5,2,0,"3",3,"10"
"84","2015-01-07 11:00:00",690,9,6,76,21,2,0,"3",3,"11"
"85","2015-01-07 12:00:00",913,9,5.5,76,27,2,0,"3",3,"12"
"86","2015-01-07 13:00:00",982,9.5,6,71.5,28,2,0,"3",3,"13"
"87","2015-01-07 14:00:00",783,10,6.5,62,28.5,2,0,"3",3,"14"
"88","2015-01-07 15:00:00",794,9,6,68.5,25,2,0,"3",3,"15"
"89","2015-01-07 16:00:00",1171,9,6,76,25,3,0,"3",3,"16"
"90","2015-01-07 17:00:00",2647,9.5,6.5,71.5,24,3,0,"3",3,"17"
"91","2015-01-07 18:00:00",2579,10,7,71,30,3,0,"3",3,"18"
"92","2015-01-07 20:00:00",657,10,6.5,79,30.5,3,0,"3",3,"20"
"93","2015-01-07 21:00:00",516,10,7,82,27,7,0,"3",3,"21"
"94","2015-01-07 22:00:00",414,10,7,82,27,7,0,"3",3,"22"
"95","2015-01-07 23:00:00",206,10,7,85,24,7,0,"3",3,"23"
"96","2015-01-08 00:00:00",123,11,11,82,26,4,0,"4",3,"00"
"97","2015-01-08 01:00:00",56,11.5,11.5,85,24,3,0,"4",3,"01"
"98","2015-01-08 02:00:00",51,12,12,82,25,3,0,"4",3,"02"
"99","2015-01-08 03:00:00",33,12,12,85,22,3,0,"4",3,"03"
"100","2015-01-08 04:00:00",32,12,12,88,20.5,7,0,"4",3,"04"
"101","2015-01-08 05:00:00",87,12,12,80,20.5,7,0,"4",3,"05"
"102","2015-01-08 06:00:00",511,11.5,11.5,74.5,17,3,0,"4",3,"06"
"103","2015-01-08 07:00:00",982,10.5,9.5,82.5,17,7,0,"4",3,"07"
"104","2015-01-08 08:00:00",1228,9.5,7.5,87.5,14,7,0,"4",3,"08"
"105","2015-01-08 09:00:00",573,9,7,87,13,7,0,"4",3,"09"
"106","2015-01-08 10:00:00",185,9,7,87,14,7,0,"4",3,"10"
"107","2015-01-08 11:00:00",193,9,6,82,20.5,7,0,"4",3,"11"
"108","2015-01-08 12:00:00",522,9,6.5,84.5,17,2,0,"4",3,"12"
"109","2015-01-08 13:00:00",672,9,5.5,79,27,2,0,"4",3,"13"
"110","2015-01-08 14:00:00",761,10,7,71,22,2,0,"4",3,"14"
"111","2015-01-08 15:00:00",781,9,6,71,22,2,0,"4",3,"15"
"112","2015-01-08 16:00:00",1212,9,6,71,19.5,2,0,"4",3,"16"
"113","2015-01-08 17:00:00",2351,9,6,76,22,2,0,"4",3,"17"
"114","2015-01-08 18:00:00",2110,8.5,5.5,73.5,22.5,1,0,"4",3,"18"
"115","2015-01-08 19:00:00",1239,8,5,73.5,20.5,1,0,"4",3,"19"
"116","2015-01-08 20:00:00",752,8,5,76,17,1,0,"4",3,"20"
"117","2015-01-08 21:00:00",457,8,4.5,76,20.5,1,0,"4",3,"21"
"118","2015-01-08 22:00:00",423,8.5,5.5,73.5,21,1,0,"4",3,"22"
"119","2015-01-08 23:00:00",267,9,5.5,76,27,2,0,"4",3,"23"
"120","2015-01-09 00:00:00",147,10,7,71,28,2,0,"5",3,"00"
"121","2015-01-09 01:00:00",60,10,7,73.5,30,7,0,"5",3,"01"
"122","2015-01-09 02:00:00",65,10,6.5,79,29.5,7,0,"5",3,"02"
"123","2015-01-09 03:00:00",42,11,11,79.5,29,3,0,"5",3,"03"
"124","2015-01-09 04:00:00",47,11,11,85,33,3,0,"5",3,"04"
"125","2015-01-09 05:00:00",85,11.5,11.5,85,33,3,0,"5",3,"05"
"126","2015-01-09 06:00:00",441,12,12,82,32.5,3,0,"5",3,"06"
"127","2015-01-09 07:00:00",1593,12,12,82,31.5,3,0,"5",3,"07"
"128","2015-01-09 08:00:00",3505,12,12,79.5,25,2,0,"5",3,"08"
"129","2015-01-09 09:00:00",1768,12,12,74.5,30,2,0,"5",3,"09"
"130","2015-01-09 10:00:00",799,12.5,12.5,69.5,29.5,1,0,"5",3,"10"
"131","2015-01-09 11:00:00",806,13,13,67,28,1,0,"5",3,"11"
"132","2015-01-09 12:00:00",1052,13,13,67,26,1,0,"5",3,"12"
"133","2015-01-09 13:00:00",1078,13,13,63,30,1,0,"5",3,"13"
"134","2015-01-09 14:00:00",976,13,13,63,26,2,0,"5",3,"14"
"135","2015-01-09 15:00:00",912,13.5,13.5,67.5,33.5,7,0,"5",3,"15"
"136","2015-01-09 16:00:00",1229,13,13,79.5,37,7,0,"5",3,"16"
"137","2015-01-09 17:00:00",2409,13.5,13.5,85,35,7,0,"5",3,"17"
"138","2015-01-09 18:00:00",1983,15,15,82,36,7,0,"5",3,"18"
"139","2015-01-09 19:00:00",1094,15.5,15.5,77,41,7,0,"5",3,"19"
"140","2015-01-09 20:00:00",686,15,15,72,44,3,0,"5",3,"20"
"141","2015-01-09 21:00:00",443,15,15,68,41,3,0,"5",3,"21"
"142","2015-01-09 22:00:00",464,15,15,68,40,3,0,"5",3,"22"
"143","2015-01-09 23:00:00",420,14,14,77,41.5,4,0,"5",3,"23"
"144","2015-01-10 00:00:00",392,14,14,77,39,4,0,"6",3,"00"
"145","2015-01-10 01:00:00",277,14,14,77,40,4,0,"6",3,"01"
"146","2015-01-10 02:00:00",189,14,14,72,40.5,3,0,"6",3,"02"
"147","2015-01-10 03:00:00",153,13,13,77,41,3,0,"6",3,"03"
"148","2015-01-10 04:00:00",90,13,13,77,36,3,0,"6",3,"04"
"149","2015-01-10 05:00:00",52,13,13,77,35,3,0,"6",3,"05"
"150","2015-01-10 06:00:00",69,13,13,82,35,7,0,"6",3,"06"
"151","2015-01-10 07:00:00",143,13,13,79.5,35,3,0,"6",3,"07"
"152","2015-01-10 08:00:00",321,14,14,74.5,40,3,0,"6",3,"08"
"153","2015-01-10 09:00:00",619,14,14,77,48,3,0,"6",3,"09"
"154","2015-01-10 10:00:00",757,14,14,74.5,41,7,0,"6",3,"10"
"155","2015-01-10 11:00:00",800,11.5,11.5,67.5,42.5,3,0,"6",3,"11"
"156","2015-01-10 12:00:00",1191,11.5,11.5,58,41.5,2,0,"6",3,"12"
"157","2015-01-10 13:00:00",1395,10.5,8.5,54,38,3,0,"6",3,"13"
"158","2015-01-10 14:00:00",1358,9,4.5,54,42.5,3,0,"6",3,"14"
"159","2015-01-10 15:00:00",1436,9,5,48,35,2,0,"6",3,"15"
"160","2015-01-10 16:00:00",1270,8,4,51.5,27,1,0,"6",3,"16"
"161","2015-01-10 17:00:00",1054,8,4,51.5,29,2,0,"6",3,"17"
"162","2015-01-10 18:00:00",849,7,3,55,26,1,0,"6",3,"18"
"163","2015-01-10 19:00:00",720,6,2,57,26,1,0,"6",3,"19"
"164","2015-01-10 20:00:00",556,6,2,57,25,1,0,"6",3,"20"
"165","2015-01-10 21:00:00",349,6,2,57,21,1,0,"6",3,"21"
"166","2015-01-10 22:00:00",335,5,1,66,20,1,0,"6",3,"22"
"167","2015-01-10 23:00:00",334,5,1,66,19.5,1,0,"6",3,"23"
"168","2015-01-11 00:00:00",360,4.5,0.5,72.5,22,1,0,"7",3,"00"
"169","2015-01-11 01:00:00",255,4,-0.5,75,22,1,0,"7",3,"01"
"170","2015-01-11 02:00:00",198,4,-0.5,75,23,1,0,"7",3,"02"
"171","2015-01-11 03:00:00",135,4,-1,75,27,2,0,"7",3,"03"
"172","2015-01-11 04:00:00",74,4,-1,72.5,28,1,0,"7",3,"04"
"173","2015-01-11 05:00:00",57,4,-1,70,27,1,0,"7",3,"05"
"174","2015-01-11 06:00:00",67,4.5,0,68,24,1,0,"7",3,"06"
"175","2015-01-11 07:00:00",93,5,1,66,24,1,0,"7",3,"07"
"176","2015-01-11 08:00:00",241,5,0,66,29.5,1,0,"7",3,"08"
"177","2015-01-11 09:00:00",538,5.5,0.5,63.5,29,1,0,"7",3,"09"
"178","2015-01-11 10:00:00",922,6.5,2,61,30,1,0,"7",3,"10"
"179","2015-01-11 11:00:00",1248,7.5,3.5,59,27,1,0,"7",3,"11"
"180","2015-01-11 12:00:00",1555,8.5,4.5,55.5,27,1,0,"7",3,"12"
"181","2015-01-11 13:00:00",1813,9,5,56,28,2,0,"7",3,"13"
"182","2015-01-11 14:00:00",1639,9,5,60,28,2,0,"7",3,"14"
"183","2015-01-11 15:00:00",1464,8.5,5,64,26,3,0,"7",3,"15"
"184","2015-01-11 16:00:00",1097,8,4.5,66,23,3,0,"7",3,"16"
"185","2015-01-11 17:00:00",827,8,5,71,20.5,7,0,"7",3,"17"
"186","2015-01-11 18:00:00",519,8,4,73.5,25,7,0,"7",3,"18"
"187","2015-01-11 19:00:00",493,8,4,73.5,24,3,0,"7",3,"19"
"188","2015-01-11 20:00:00",315,8,4.5,71,26,7,0,"7",3,"20"
"189","2015-01-11 21:00:00",260,8,4,71,30,7,0,"7",3,"21"
"190","2015-01-11 22:00:00",237,9,5,66,37,7,0,"7",3,"22"
"191","2015-01-11 23:00:00",168,9,5,71,30.5,3,0,"7",3,"23"
"192","2015-01-12 00:00:00",117,9,5,68.5,29,2,0,"1",3,"00"
"193","2015-01-12 01:00:00",45,10,6,60,34,4,0,"1",3,"01"
"194","2015-01-12 02:00:00",29,10,7,64.5,30,4,0,"1",3,"02"
"195","2015-01-12 03:00:00",36,10,6.5,67,30.5,3,0,"1",3,"03"
"196","2015-01-12 04:00:00",26,10,6.5,67,33.5,3,0,"1",3,"04"
"197","2015-01-12 05:00:00",86,10,6,67,35,3,0,"1",3,"05"
"198","2015-01-12 06:00:00",433,10,6,73.5,31,7,0,"1",3,"06"
"199","2015-01-12 07:00:00",1541,10,7,76,30,7,0,"1",3,"07"
"200","2015-01-12 08:00:00",3418,10,6,76,31,3,0,"1",3,"08"
"201","2015-01-12 09:00:00",1832,11.5,11.5,67,32.5,3,0,"1",3,"09"
"202","2015-01-12 10:00:00",723,12,12,67,33,3,0,"1",3,"10"
"203","2015-01-12 11:00:00",654,12,12,74.5,39,3,0,"1",3,"11"
"204","2015-01-12 12:00:00",700,12,12,79.5,29.5,3,0,"1",3,"12"
"205","2015-01-12 13:00:00",631,12,12,79.5,29.5,3,0,"1",3,"13"
"206","2015-01-12 14:00:00",520,12.5,12.5,77,33,7,0,"1",3,"14"
"207","2015-01-12 15:00:00",374,12,12,82,25,7,0,"1",3,"15"
"208","2015-01-12 16:00:00",669,12,12,82,22.5,7,0,"1",3,"16"
"209","2015-01-12 17:00:00",1510,11.5,11.5,88,22,7,0,"1",3,"17"
"210","2015-01-12 18:00:00",1186,11,11,94,22,7,0,"1",3,"18"
"211","2015-01-12 19:00:00",1136,11.5,11.5,85,22,7,0,"1",3,"19"
"212","2015-01-12 20:00:00",753,12,12,82,20,4,0,"1",3,"20"
"213","2015-01-12 21:00:00",510,12,12,85,18.5,7,0,"1",3,"21"
"214","2015-01-12 22:00:00",184,12,12,88,21,7,0,"1",3,"22"
"215","2015-01-12 23:00:00",86,12,12,88,23,7,0,"1",3,"23"
"216","2015-01-13 00:00:00",64,12,12,88,25,7,0,"2",3,"00"
"217","2015-01-13 01:00:00",29,12,12,88,30,7,0,"2",3,"01"
"218","2015-01-13 02:00:00",21,11.5,11.5,88,24.5,7,0,"2",3,"02"
"219","2015-01-13 03:00:00",13,11,11,85,19,7,0,"2",3,"03"
"220","2015-01-13 04:00:00",33,11,11,82,21,7,0,"2",3,"04"
"221","2015-01-13 05:00:00",113,10.5,9,79.5,21,7,0,"2",3,"05"
"222","2015-01-13 06:00:00",600,10,7.5,82,20.5,2,0,"2",3,"06"
"223","2015-01-13 07:00:00",1584,9.5,6.5,79,21,7,0,"2",3,"07"
"224","2015-01-13 08:00:00",3960,9,6.5,71,16,2,0,"2",3,"08"
"225","2015-01-13 09:00:00",2090,9,6,71,18,2,0,"2",3,"09"
"226","2015-01-13 10:00:00",960,9,6.5,71,17.5,1,0,"2",3,"10"
"227","2015-01-13 11:00:00",866,9,6,68.5,18,2,0,"2",3,"11"
"228","2015-01-13 12:00:00",1019,9.5,6.5,64,20.5,7,0,"2",3,"12"
"229","2015-01-13 13:00:00",719,9,5.5,73.5,27.5,7,0,"2",3,"13"
"230","2015-01-13 14:00:00",811,8.5,4.5,71,29,7,0,"2",3,"14"
"231","2015-01-13 15:00:00",883,8,4.5,73.5,21.5,2,0,"2",3,"15"
"232","2015-01-13 16:00:00",1391,7.5,4,68.5,23,2,0,"2",3,"16"
"233","2015-01-13 17:00:00",2886,7,3,71,22,2,0,"2",3,"17"
"234","2015-01-13 18:00:00",2659,7,4.5,71,14,7,0,"2",3,"18"
"235","2015-01-13 19:00:00",1548,6,2.5,76,19.5,7,0,"2",3,"19"
"236","2015-01-13 20:00:00",947,5.5,1.5,76,21,2,0,"2",3,"20"
"237","2015-01-13 21:00:00",660,5,1,76,23,2,0,"2",3,"21"
"238","2015-01-13 22:00:00",501,5,2,76,17,1,0,"2",3,"22"
"239","2015-01-13 23:00:00",340,5,1,70,19.5,1,0,"2",3,"23"
"240","2015-01-14 00:00:00",168,5,0.5,66,26,1,0,"3",3,"00"
"241","2015-01-14 01:00:00",79,5,0,66,30,1,0,"3",3,"01"
"242","2015-01-14 02:00:00",60,5,0.5,66,24,1,0,"3",3,"02"
"243","2015-01-14 03:00:00",54,4.5,0.5,72.5,21,1,0,"3",3,"03"
"244","2015-01-14 04:00:00",44,4.5,1.5,72.5,14,1,0,"3",3,"04"
"245","2015-01-14 05:00:00",93,5,1.5,70,17.5,1,0,"3",3,"05"
"246","2015-01-14 06:00:00",560,5,1,70,23,3,0,"3",3,"06"
"247","2015-01-14 07:00:00",1820,4.5,-1,68,30.5,2,0,"3",3,"07"
"248","2015-01-14 08:00:00",3904,4,-1,70,26,2,0,"3",3,"08"
"249","2015-01-14 09:00:00",2064,4.5,-0.5,68,29,2,0,"3",3,"09"
"250","2015-01-14 10:00:00",841,5,0,70,30.5,2,0,"3",3,"10"
"251","2015-01-14 11:00:00",732,5.5,1,65.5,27,2,0,"3",3,"11"
"252","2015-01-14 12:00:00",1013,6.5,2.5,59,27,2,0,"3",3,"12"
"253","2015-01-14 13:00:00",1066,7,3,57,24,2,0,"3",3,"13"
"254","2015-01-14 14:00:00",913,7,3.5,55,22,2,0,"3",3,"14"
"255","2015-01-14 15:00:00",969,7,4,55,18,1,0,"3",3,"15"
"256","2015-01-14 16:00:00",1365,7,4.5,59,16,1,0,"3",3,"16"
"257","2015-01-14 17:00:00",2638,7.5,4.5,64,16,2,0,"3",3,"17"
"258","2015-01-14 18:00:00",1974,8,4.5,71,21.5,2,0,"3",3,"18"
"259","2015-01-14 19:00:00",1254,9,5.5,71,27,3,0,"3",3,"19"
"260","2015-01-14 20:00:00",885,10,6,69,31,3,0,"3",3,"20"
"261","2015-01-14 21:00:00",537,10,6,71,38,7,0,"3",3,"21"
"262","2015-01-14 22:00:00",344,9.5,5.5,76.5,39,7,0,"3",3,"22"
"263","2015-01-14 23:00:00",188,10,6,79,40,26,0,"3",3,"23"
"264","2015-01-15 00:00:00",91,10,6,82,40,7,0,"4",3,"00"
"265","2015-01-15 01:00:00",66,11,11,79.5,40,26,0,"4",3,"01"
"266","2015-01-15 02:00:00",25,11,11,82,44.5,26,0,"4",3,"02"
"267","2015-01-15 03:00:00",23,11.5,11.5,79.5,45,7,0,"4",3,"03"
"268","2015-01-15 04:00:00",23,11,11,77,37,26,0,"4",3,"04"
"269","2015-01-15 05:00:00",62,10,6.5,79,31.5,7,0,"4",3,"05"
"270","2015-01-15 06:00:00",481,9.5,5.5,73.5,29.5,7,0,"4",3,"06"
"271","2015-01-15 07:00:00",1692,9,6,73.5,23,2,0,"4",3,"07"
"272","2015-01-15 08:00:00",3673,9,6,66,21,1,0,"4",3,"08"
"273","2015-01-15 09:00:00",1941,9,6,73.5,19.5,2,0,"4",3,"09"
"274","2015-01-15 10:00:00",844,9,6,76,21,2,0,"4",3,"10"
"275","2015-01-15 11:00:00",729,9,6,66,26,2,0,"4",3,"11"
"276","2015-01-15 12:00:00",835,8.5,5,71,25,7,0,"4",3,"12"
"277","2015-01-15 13:00:00",1005,9,5,64,32.5,2,0,"4",3,"13"
"278","2015-01-15 14:00:00",828,9,5,60,30.5,2,0,"4",3,"14"
"279","2015-01-15 15:00:00",912,9,5,52,36,2,0,"4",3,"15"
"280","2015-01-15 16:00:00",1249,8,4,53,29,2,0,"4",3,"16"
"281","2015-01-15 17:00:00",2524,7.5,3.5,55,29.5,2,0,"4",3,"17"
"282","2015-01-15 18:00:00",2480,7,3,57,29.5,2,0,"4",3,"18"
"283","2015-01-15 19:00:00",1353,8,4,51.5,29.5,2,0,"4",3,"19"
"284","2015-01-15 20:00:00",810,7,2,51,34,2,0,"4",3,"20"
"285","2015-01-15 21:00:00",591,6.5,1.5,57,32,1,0,"4",3,"21"
"286","2015-01-15 22:00:00",430,6.5,1.5,59,33,2,0,"4",3,"22"
"287","2015-01-15 23:00:00",301,7,3,57,29.5,1,0,"4",3,"23"
"288","2015-01-16 00:00:00",208,7,3,53,31,1,0,"5",3,"00"
"289","2015-01-16 01:00:00",117,7,3,53,27.5,1,0,"5",3,"01"
"290","2015-01-16 02:00:00",71,6.5,2.5,59,22,1,0,"5",3,"02"
"291","2015-01-16 03:00:00",59,6.5,2.5,59,25,1,0,"5",3,"03"
"292","2015-01-16 04:00:00",46,6.5,3,55,20.5,1,0,"5",3,"04"
"293","2015-01-16 05:00:00",88,6.5,3,55,20.5,1,0,"5",3,"05"
"294","2015-01-16 06:00:00",471,7,4,55,18.5,1,0,"5",3,"06"
"295","2015-01-16 07:00:00",1648,7,4.5,59,15,7,0,"5",3,"07"
"296","2015-01-16 08:00:00",3546,7,4.5,61,15,3,0,"5",3,"08"
"297","2015-01-16 09:00:00",1980,6,3,71,13,2,0,"5",3,"09"
"298","2015-01-16 10:00:00",878,6.5,3.5,68.5,17,2,0,"5",3,"10"
"299","2015-01-16 11:00:00",795,6,2.5,76,19.5,2,0,"5",3,"11"
"300","2015-01-16 12:00:00",994,6,3,73.5,17,2,0,"5",3,"12"
"301","2015-01-16 13:00:00",1122,7,4,68.5,15,2,0,"5",3,"13"
"302","2015-01-16 14:00:00",941,7,4.5,66,15,2,0,"5",3,"14"
"303","2015-01-16 15:00:00",1104,7,4,66,15,2,0,"5",3,"15"
"304","2015-01-16 16:00:00",1149,6,2,68.5,23.5,7,0,"5",3,"16"
"305","2015-01-16 17:00:00",2348,5.5,2.5,76,14,2,0,"5",3,"17"
"306","2015-01-16 18:00:00",2002,5,1.5,73,16,3,0,"5",3,"18"
"307","2015-01-16 19:00:00",1183,4,1,72.5,12,1,0,"5",3,"19"
"308","2015-01-16 20:00:00",693,4,2,72.5,9,1,0,"5",3,"20"
"309","2015-01-16 21:00:00",473,3,0,75,11,1,0,"5",3,"21"
"310","2015-01-16 22:00:00",386,2.5,-1.5,72.5,15,1,0,"5",3,"22"
"311","2015-01-16 23:00:00",361,2.5,-1,81,12,1,0,"5",3,"23"
"312","2015-01-17 00:00:00",328,2,-2,81,13,1,0,"6",3,"00"
"313","2015-01-17 01:00:00",220,2,-1.5,81,12,1,0,"6",3,"01"
"314","2015-01-17 02:00:00",199,1,-3,81,14,1,0,"6",3,"02"
"315","2015-01-17 03:00:00",144,1,-3,81,15,1,0,"6",3,"03"
"316","2015-01-17 04:00:00",76,1,-2,81,10,1,0,"6",3,"04"
"317","2015-01-17 05:00:00",68,0.5,-2.5,77.5,8,1,0,"6",3,"05"
"318","2015-01-17 06:00:00",70,0.5,-3,77.5,10,1,0,"6",3,"06"
"319","2015-01-17 07:00:00",154,1.5,-2.5,72.5,16,1,0,"6",3,"07"
"320","2015-01-17 08:00:00",350,2.5,-1.5,67.5,15,1,0,"6",3,"08"
"321","2015-01-17 09:00:00",682,3.5,-0.5,65,16,1,0,"6",3,"09"
"322","2015-01-17 10:00:00",784,4,0,70,21,7,0,"6",3,"10"
"323","2015-01-17 11:00:00",998,5,1.5,73,18.5,7,0,"6",3,"11"
"324","2015-01-17 12:00:00",1360,6.5,3.5,73.5,17,2,0,"6",3,"12"
"325","2015-01-17 13:00:00",1421,6,2.5,73.5,20.5,2,0,"6",3,"13"
"326","2015-01-17 14:00:00",1531,7,4,66,17,2,0,"6",3,"14"
"327","2015-01-17 15:00:00",1527,6,3,71,18,1,0,"6",3,"15"
"328","2015-01-17 16:00:00",1257,6,3,71,15,1,0,"6",3,"16"
"329","2015-01-17 17:00:00",997,5,2.5,76,10,1,0,"6",3,"17"
"330","2015-01-17 18:00:00",765,5,2,76,13,1,0,"6",3,"18"
"331","2015-01-17 19:00:00",719,5,2,76,12,1,0,"6",3,"19"
"332","2015-01-17 20:00:00",525,5,3,81,9,1,0,"6",3,"20"
"333","2015-01-17 21:00:00",415,5,2.5,76,10,1,0,"6",3,"21"
"334","2015-01-17 22:00:00",328,5,3,76,7,2,0,"6",3,"22"
"335","2015-01-17 23:00:00",350,5,2.5,78.5,9,7,0,"6",3,"23"
